,primary,yearpublished,Board Game Rank,image,type
0,Imperial,2006,161,https://cf.geekdo-images.com/original/img/XF_XEH6FX0LkeKiN_2DKSFabOiQ=/0x0/pic840712.jpg,Rondel
1,Navegador,2010,187,https://cf.geekdo-images.com/original/img/mS2CkGdFkp6sJAdZaA10PYo_QAc=/0x0/pic3246725.jpg,Rondel
2,Finca,2009,570,https://cf.geekdo-images.com/original/img/KeoVAINZb1SoAAryxKfNGbcramc=/0x0/pic433784.jpg,Rondel
3,Imperial 2030,2009,190,https://cf.geekdo-images.com/original/img/Cc9-dWijiEkRAu7di4LSXJ0FNvU=/0x0/pic586346.jpg,Rondel
4,Antike,2005,641,https://cf.geekdo-images.com/original/img/WQVgWSzLrghtP92mpv3_RkIixtQ=/0x0/pic171444.jpg,Rondel
5,Teotihuacan: City of Gods,2018,98,https://cf.geekdo-images.com/original/img/gzpgd8o15PVOgMhmcd57QijX57Q=/0x0/pic4583626.jpg,Rondel
6,Shipyard,2009,477,https://cf.geekdo-images.com/original/img/i313pRyvC3Wn_6jY2mtgujMGsMM=/0x0/pic1809442.jpg,Rondel
7,Hamburgum,2007,787,https://cf.geekdo-images.com/original/img/N0V6h4mLs8saHN_4dbkomsYG9Fo=/0x0/pic260141.jpg,Rondel
8,Seeland,2010,1233,https://cf.geekdo-images.com/original/img/ZraJVQb54A4ig2fhiQttXpBVfBo=/0x0/pic626413.jpg,Rondel
9,Antike Duellum,2012,1161,https://cf.geekdo-images.com/original/img/6IqdOMpmgKH9foeIWXbcxuNrZtQ=/0x0/pic1282841.jpg,Rondel
10,Dead of Winter: A Crossroads Game,2014,78,https://cf.geekdo-images.com/original/img/pOYQOSR1CnXcN6pEPx3yFDjKFaA=/0x0/pic3016500.jpg,Hidden Traitor
11,The Resistance,2009,207,https://cf.geekdo-images.com/original/img/VDXFwn8wDc4yObdS5kUABZK6nhI=/0x0/pic2576459.jpg,Hidden Traitor
12,Betrayal at House on the Hill,2004,459,https://cf.geekdo-images.com/original/img/0Rb-Vnb2ImPLxv0jBU2dmUolbOU=/0x0/pic828598.jpg,Hidden Traitor
13,Battlestar Galactica: The Board Game,2008,66,https://cf.geekdo-images.com/original/img/-hZFpTm-evjyuLD_bj-y845-4f8=/0x0/pic354500.jpg,Hidden Traitor
14,Shadows over Camelot,2005,349,https://cf.geekdo-images.com/original/img/qXAmMBPotbufchHTuIsGz59B010=/0x0/pic70547.jpg,Hidden Traitor
15,The Resistance: Avalon,2012,99,https://cf.geekdo-images.com/original/img/kFDTpCfe476T1bzZUtNAbGyIjNg=/0x0/pic1398895.jpg,Hidden Traitor
16,Saboteur,2004,933,https://cf.geekdo-images.com/original/img/jhL_ucB9VxMroXQc5Zx0oGstH2U=/0x0/pic3989824.jpg,Hidden Traitor
17,One Night Ultimate Werewolf,2014,326,https://cf.geekdo-images.com/original/img/r7HeuJg7g-g4gEIeIZv6x0gVL9E=/0x0/pic1809823.jpg,Hidden Traitor
18,Spyfall,2014,489,https://cf.geekdo-images.com/original/img/yiOudtz0yeRa8axxBWr94WuCwbM=/0x0/pic2453926.jpg,Hidden Traitor
19,Secret Hitler,2016,179,https://cf.geekdo-images.com/original/img/pgc-IHtFYJSsHEhBt_pFixeQf1I=/0x0/pic2771488.png,Hidden Traitor
20,Agricola,2007,25,https://cf.geekdo-images.com/original/img/L-UBO3rBOmvIrZHZLSXOypyAUPw=/0x0/pic259085.jpg,Worker Placement
21,Lords of Waterdeep,2012,54,https://cf.geekdo-images.com/original/img/PTVnjG9ersdKq6feZTpq5SkiPPw=/0x0/pic1116080.jpg,Worker Placement
22,Stone Age,2008,86,https://cf.geekdo-images.com/original/img/Dt2tBgnvuWww89kSQqOW0vvEJr4=/0x0/pic1632539.jpg,Worker Placement
23,Robinson Crusoe: Adventures on the Cursed Island,2012,41,https://cf.geekdo-images.com/original/img/i1d3Zbbw5iYJ5_Bd0unqwgM8CI0=/0x0/pic3165731.jpg,Worker Placement
24,Caylus,2005,50,https://cf.geekdo-images.com/original/img/90BzC8_Dgc9uDswnZsu7Qa3oHvI=/0x0/pic1638795.jpg,Worker Placement
25,Tzolk'in: The Mayan Calendar,2012,38,https://cf.geekdo-images.com/original/img/b_3SHZiUpcmrIT5hU8wVF0SDX8k=/0x0/pic1413480.jpg,Worker Placement
26,Caverna: The Cave Farmers,2013,23,https://cf.geekdo-images.com/original/img/xLuIh5VNsD57GXfcBox_ZF1jH4o=/0x0/pic1790789.jpg,Worker Placement
27,Le Havre,2008,40,https://cf.geekdo-images.com/original/img/Fs2MqRUBPQzORmEZbiVqSnBvHDg=/0x0/pic3330230.jpg,Worker Placement
28,Viticulture Essential Edition,2015,19,https://cf.geekdo-images.com/original/img/6KQbzbjV6HlxDZeqPwmrmR3gn6w=/0x0/pic2649952.jpg,Worker Placement
29,Village,2011,124,https://cf.geekdo-images.com/original/img/XJ9DcBvOYgoSSNLjx0GP4If8hms=/0x0/pic2760568.jpg,Worker Placement
30,Catan,1995,327,https://cf.geekdo-images.com/original/img/A-0yDJkve0avEicYQ4HoNO-HkK8=/0x0/pic2419375.jpg,Route/Network Building
31,Ticket to Ride,2004,142,https://cf.geekdo-images.com/original/img/bOcAJxw-W-B2Gz0x67z8bjqzJgY=/0x0/pic38668.jpg,Route/Network Building
32,Power Grid,2004,35,https://cf.geekdo-images.com/original/img/h8UWt217vzbMWSla-r8O86a6fDc=/0x0/pic4459753.jpg,Route/Network Building
33,Ticket to Ride: Europe,2005,102,https://cf.geekdo-images.com/original/img/lN5ivSfgaJwEMXgyLijCtyKVUBs=/0x0/pic66668.jpg,Route/Network Building
34,Terra Mystica,2012,11,https://cf.geekdo-images.com/original/img/CynjY3GgwPTg34abNIv8eLX1pXs=/0x0/pic1356616.jpg,Route/Network Building
35,Takenoko,2011,236,https://cf.geekdo-images.com/original/img/7SDbClO-4sN6LICvfySB3jrFUhU=/0x0/pic1912529.jpg,Route/Network Building
36,Saboteur,2004,933,https://cf.geekdo-images.com/original/img/jhL_ucB9VxMroXQc5Zx0oGstH2U=/0x0/pic3989824.jpg,Route/Network Building
37,Tsuro,2004,846,https://cf.geekdo-images.com/original/img/RnYj0vhdTav6LaS53HR3yKPo4ag=/0x0/pic875761.jpg,Route/Network Building
38,Kingdom Builder,2011,491,https://cf.geekdo-images.com/original/img/y_ztUjzGGoO4TwnmTFNDLnOxz90=/0x0/pic1152359.jpg,Route/Network Building
39,Thurn and Taxis,2006,376,https://cf.geekdo-images.com/original/img/OCseTfqqFRtInJ4lx7czVC4TFbc=/0x0/pic115300.jpg,Route/Network Building
40,Empire Builder,1982,1068,https://cf.geekdo-images.com/original/img/QjQ8mt0yct1GPJtDKFn4c8do1Yo=/0x0/pic436693.jpg,Crayon Rail System
41,Eurorails,1990,1200,https://cf.geekdo-images.com/original/img/NR0AUH3n7MLctChc623GkDwbOos=/0x0/pic509670.jpg,Crayon Rail System
42,Iron Dragon,1994,1428,https://cf.geekdo-images.com/original/img/HpmtWyodjn9jjLU9A22NDsSTffQ=/0x0/pic3464926.jpg,Crayon Rail System
43,Funkenschlag,2001,1401,https://cf.geekdo-images.com/original/img/VWdn3G0FYhRxkEicBoVtoCGajv0=/0x0/pic186713.jpg,Crayon Rail System
